id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight	score<perc dh pubs>	score<perc dh level 1>	score<perc dh level 2>
423200	3175	0.1466	-0.0308	5	342	1.1592	1233	0	0	0
183183	3176	-0.6663	-0.5408	1	726	1.2056	1232	0	0	0
385805	3177	0.6186	0.3084	4	503	1.1677	1230	0	0	0
421175	3178	-0.119	0.9393	3	853	1.4175	1228	0	0	0
311224	3179	-0.4574	0.2301	7	671	1.1831	1228	0	0	0
319919	3180	-0.6062	-0.3595	1	790	1.1701	1224	0	0	0
394811	3181	0.4413	-0.5704	2	497	1.3049	1220	0	0	0
81832	3182	0.3181	-0.5484	2	677	1.5235	1217	0	0	0
1099438	3183	0.8734	-0.3584	2	394	1.2996	1217	0	0	0
177103	3184	-0.165	0.7397	3	991	1.2713	1216	0	0	0
111923	3185	-0.7167	-0.3818	1	809	1.2201	1214	0	0	0
382472	3186	0.2886	-0.6026	2	539	1.4168	1213	0	0	0
421434	3187	-0.1784	0.8057	3	842	1.2704	1213	0	0	0
78312	3188	-0.2506	-0.0267	5	537	1.135	1212	0	0	0
1009938	3189	0.588	-0.2186	2	651	1.2235	1212	0	0	0
347941	3190	-0.1958	1.0304	3	535	1.2368	1211	0	0	0
427791	3191	-0.7988	-0.2821	1	852	1.2749	1210	0	0	0
157737	3192	0.2349	-0.6124	2	365	1.2873	1209	0	0	0
310363	3193	0.1242	-0.6359	2	407	1.2676	1209	0	0	0
283238	3194	-0.4298	-0.3797	1	655	1.1572	1209	0	0	0
362659	3195	0.5324	-0.2909	2	1019	1.2938	1204	0	0	0
133295	3196	0.9525	-0.305	2	429	1.2204	1204	0	0	0
