eid	level	doi
84919656966	1	10.1080/13569783.2014.928007
84919673616	2	10.1080/09296174.2014.974456
84919679794	1	10.1080/13569783.2014.928005
84919684682	2	10.1080/09296174.2014.974457
84919691209	1	10.1080/13569783.2014.928010
84919836204	2	10.1080/09296174.2014.945869
84919934920	2	10.1007/s00799-014-0127-x
84920006783	1	10.1080/13569783.2014.954817
84920054484	1	10.1080/13569783.2014.954818
84920055668	1	10.1080/13569783.2014.954812
84921999775	2	10.1007/s00146-014-0539-6
84921999840	2	10.1007/s00146-014-0542-y
84922001179	2	10.1007/s00146-013-0532-5
84922001205	2	10.1007/s00146-013-0515-6
84922001797	2	10.1007/s00146-013-0516-5
84922001863	2	10.1007/s00146-013-0499-2
84922001946	2	10.1007/s00146-014-0549-4
84922001957	2	10.1007/s00146-013-0523-6
84922001959	2	10.1007/s00146-014-0544-9
84922343621	2	10.1007/s00799-015-0140-8
84922364664	2	10.1007/s00146-014-0579-y
84923013332	2	10.1007/s00799-015-0137-3
84923864158	1	10.1145/2629693
84923880694	1	10.1145/2700425
84923919983	1	10.1145/2659020
84923922065	1	10.1145/2644822
84923924768	1	10.1145/2686873
84923930297	1	10.1145/2644823
84924107737	1	10.1080/13569783.2014.986447
84924111680	1	10.1080/13569783.2014.983061
84924117433	1	10.1080/13569783.2014.953470
84924126476	1	10.1080/13569783.2014.983467
84924131835	1	10.1080/13569783.2014.975109
84924187468	1	10.1080/13569783.2014.983892
84924358715	2	10.1007/s00799-015-0145-3
84924546288	2	10.1007/s00799-015-0144-4
84924763240	1	10.1145/2700422
84924812804	1	10.1145/2677083
84924933574	1	10.1145/2700427
84924952142	1	10.1145/2629484
84924956591	1	10.1145/2700428
84924960606	1	10.1093/llc/fqu054
84924971140	1	10.1145/2629514
84924974504	1	10.1145/2637485
84924975582	1	10.1145/2660776
84924980091	1	10.1145/2622609
84924980381	1	10.1145/2594443
84924993289	1	10.1145/2597894
84924993585	1	10.1145/2629682
84925467070	1	10.1007/s10579-014-9282-3
84925467070	2	10.1007/s10579-014-9282-3
84925500061	1	10.1007/s10579-014-9281-4
84925500061	2	10.1007/s10579-014-9281-4
84925500076	1	10.1007/s10579-014-9293-0
84925500076	2	10.1007/s10579-014-9293-0
84925543618	1	10.1007/s10579-014-9283-2
84925543618	2	10.1007/s10579-014-9283-2
84925682622	2	10.1007/s00146-015-0581-z
84925935990	2	10.1080/09296174.2014.1001634
84925943603	2	10.1080/09296174.2014.1001636
84925953083	2	10.1080/09296174.2014.1001638
84925962248	2	10.1080/09296174.2014.1001635
84925969934	2	10.1080/09296174.2014.1001637
84927915056	2	10.1162/COLI_a_00215
84927918364	2	10.1162/COLI_a_00217
84927926081	2	10.1162/COLI_a_00206
84927929231	2	10.1162/COLI_a_00216
84927938919	2	10.1162/COLI_a_00210
84927942742	2	10.1162/COLI_a_00207
84927951013	2	10.1162/COLI_a_00209
84928128487	2	10.1007/s00146-015-0583-x
84928138103	1	10.1007/s10579-015-9300-0
84928138103	2	10.1007/s10579-015-9300-0
84928883864	1	10.1145/2693847
84928958108	1	10.1007/s10579-015-9302-y
84928958108	2	10.1007/s10579-015-9302-y
84929439484	2	10.1007/s00146-015-0586-7
84929689128	2	10.1007/s00799-015-0151-5
84929943598	2	10.1007/s00799-014-0123-1
84929943959	2	10.1007/s00799-015-0146-2
84929944731	2	10.1007/s00799-014-0120-4
84929952432	2	10.1007/s00799-014-0122-2
84929959191	2	10.1007/s00799-014-0121-3
84930194745	1	10.1145/2739049
84930194983	1	10.1145/2716324
84930198421	1	10.1145/2724723
84930255310	1	10.1007/s10579-015-9304-9
84930255310	2	10.1007/s10579-015-9304-9
84930322485	2	10.1080/09296174.2015.1106270
84930386533	1	10.1080/13569783.2015.1019444
84930388623	1	10.1080/13569783.2015.1022143
84930391498	1	10.1080/13569783.2015.1022144
84930395766	1	10.1080/13569783.2015.1020054
84930396462	1	10.1080/13569783.2015.1021323
84930408342	1	10.1080/13569783.2015.1019445
84930412738	1	10.1080/13569783.2015.1023786
84930526388	2	10.1007/s00799-015-0154-2
84930892694	2	10.1080/19386389.2015.1050317
84930916053	2	10.1080/19386389.2015.1041853
84930918490	2	10.1080/19386389.2015.1041852
84931038728	2	10.1162/COLI_a_00218
84931042103	2	10.1162/COLI_a_00220
84931046473	2	10.1162/COLI_a_00222
84931065275	2	10.1162/COLI_a_00221
84931066295	2	10.1007/s00146-015-0588-5
84931094684	2	10.1162/COLI_a_00219
84931864714	1	10.1007/s10579-015-9307-6
84931864714	2	10.1007/s10579-015-9307-6
84937198946	2	10.1080/09296174.2015.1037161
84937200053	2	10.1080/09296174.2015.1037158
84937206247	2	10.1080/09296174.2015.1037157
84937213246	2	10.1080/09296174.2015.1037159
84937865069	2	10.1007/s00799-015-0156-0
84937916873	1	10.1007/s10579-015-9311-x
84937916873	2	10.1007/s10579-015-9311-x
84937967204	1	10.1007/s10579-015-9301-z
84937967204	2	10.1007/s10579-015-9301-z
84937967379	1	10.1007/s10579-015-9297-4
84937967379	2	10.1007/s10579-015-9297-4
84937967848	1	10.1007/s10579-015-9309-4
84937967848	2	10.1007/s10579-015-9309-4
84937970269	1	10.1007/s10579-015-9295-6
84937970269	2	10.1007/s10579-015-9295-6
84937972258	1	10.1007/s10579-015-9294-7
84937972258	2	10.1007/s10579-015-9294-7
84937973937	1	10.1007/s10579-015-9306-7
84937973937	2	10.1007/s10579-015-9306-7
84937977644	1	10.1007/s10579-015-9308-5
84937977644	2	10.1007/s10579-015-9308-5
84937977659	1	10.1007/s10579-015-9303-x
84937977659	2	10.1007/s10579-015-9303-x
84937977839	1	10.1007/s10579-014-9284-1
84937977839	2	10.1007/s10579-014-9284-1
84937978936	1	10.1007/s10579-014-9274-3
84937978936	2	10.1007/s10579-014-9274-3
84938369910	2	10.1007/s00799-015-0141-7
84938506267	1	10.1007/s10579-015-9312-9
84938506267	2	10.1007/s10579-015-9312-9
84938536015	2	10.1007/s00146-015-0598-3
84938614037	2	10.1007/s00146-015-0590-y
84938877245	2	10.1007/s00146-013-0529-0
84938953030	2	10.1007/s00146-013-0527-2
84938953870	2	10.1007/s00146-014-0536-9
84938967271	2	10.1007/s00146-013-0528-1
84938970769	2	10.1007/s00146-013-0530-7
84938993246	2	10.1007/s00146-014-0538-7
84939000588	2	10.1007/s00146-013-0531-6
84939188209	2	10.1007/s00146-015-0593-8
84939227377	2	10.1007/s00146-015-0592-9
84939253711	2	10.1007/s00799-015-0158-y
84939255672	2	10.1007/s00799-015-0155-1
84939265699	2	10.1007/s00799-015-0150-6
84939267934	2	10.1007/s00799-015-0157-z
84939271943	2	10.1007/s00799-015-0152-4
84939272509	2	10.1007/s00799-015-0153-3
84939616037	2	10.1007/s00146-015-0614-7
84939636694	2	10.1007/s00146-015-0604-9
84939796086	1	10.1145/2747882
84939798415	1	10.1145/2757283
84939800274	1	10.1145/2755566
84939809955	1	10.1145/2724727
84939812263	1	10.1145/2756556
84939818076	2	10.1007/s00146-015-0605-8
84939863415	2	10.1007/s00146-015-0594-7
84939871527	1	10.1007/s10579-014-9285-0
84939871527	2	10.1007/s10579-014-9285-0
84939872958	2	10.1007/s00799-014-0129-8
84939874077	1	10.1007/s10579-014-9271-6
84939874077	2	10.1007/s10579-014-9271-6
84939881115	2	10.1007/s00799-014-0124-0
84939893292	1	10.1007/s10579-014-9272-5
84939893292	2	10.1007/s10579-014-9272-5
84939936617	1	10.1007/s10579-014-9290-3
84939936617	2	10.1007/s10579-014-9290-3
84939937641	2	10.1007/s00799-015-0138-2
84939949526	2	10.1007/s00799-014-0131-1
84939979799	2	10.1007/s00799-014-0135-x
84939989233	2	10.1007/s00799-015-0147-1
84939990463	2	10.1007/s00799-015-0139-1
84939996687	1	10.1007/s10579-014-9276-1
84939996687	2	10.1007/s10579-014-9276-1
84940001165	1	10.1007/s10579-014-9287-y
84940001165	2	10.1007/s10579-014-9287-y
84940002292	1	10.1007/s10579-015-9298-3
84940002292	2	10.1007/s10579-015-9298-3
84940054922	2	10.1007/s00146-015-0615-6
84940099536	2	10.1007/s00146-015-0591-x
84941010428	2	10.1007/s00146-015-0612-9
84941265257	2	10.1162/COLI_a_00228
84941276880	2	10.1162/COLI_a_00226
84941277796	2	10.1162/COLI_a_00227
84941282211	2	10.1162/COLIa00225
84941282653	2	10.1162/COLI_a_00230
84941333606	2	10.1007/s00146-015-0616-5
84941346183	1	10.1007/s10579-015-9316-5
84941346183	2	10.1007/s10579-015-9316-5
84941927071	2	10.1007/s00146-014-0563-6
84942310176	1	10.1093/llc/fqu040
84942312066	1	10.1093/llc/fqu042
84942318534	1	10.1093/llc/fqu050
84942320377	1	10.1093/llc/fqu056
84942320795	1	10.1093/llc/fqu046
84942323480	1	10.1093/llc/fqu055
84942327515	1	10.1093/llc/fqu041
84943014432	1	10.1007/s10579-014-9277-0
84943014432	2	10.1007/s10579-014-9277-0
84944548873	1	10.1007/s10579-015-9317-4
84944548873	2	10.1007/s10579-015-9317-4
84944556452	2	10.1007/s00799-015-0165-z
84944608649	2	10.1007/s00146-015-0596-5
84945151631	1	10.1007/s10579-015-9320-9
84945151631	2	10.1007/s10579-015-9320-9
84945249364	2	10.1007/s00146-015-0630-7
84945252360	2	10.1007/s00146-015-0623-6
84945284633	2	10.1007/s00146-015-0619-2
84945288579	2	10.1007/s00146-015-0627-2
84945306109	2	10.1007/s00146-015-0637-0
84945534588	2	10.1007/s00146-015-0626-3
84945556185	2	10.1007/s00146-015-0628-1
84945556750	2	10.1007/s00146-015-0620-9
84945567708	2	10.1007/s00146-015-0635-2
84945569797	2	10.1007/s00146-015-0633-4
84945584671	2	10.1007/s00146-015-0624-5
84946132539	2	10.1007/s00146-015-0632-5
84946404095	2	10.1007/s00146-014-0546-7
84946474162	1	10.1007/s10579-015-9315-6
84946474162	2	10.1007/s10579-015-9315-6
84946478473	1	10.1007/s10579-015-9299-2
84946478473	2	10.1007/s10579-015-9299-2
84946480127	1	10.1007/s10579-015-9314-7
84946480127	2	10.1007/s10579-015-9314-7
84946484134	1	10.1007/s10579-015-9310-y
84946484134	2	10.1007/s10579-015-9310-y
84946762475	2	10.1007/s00146-015-0625-4
84946762774	2	10.1007/s00146-015-0631-6
84946772125	2	10.1007/s00146-015-0618-3
84946925235	1	10.1007/s10579-015-9322-7
84946925235	2	10.1007/s10579-015-9322-7
84946926087	1	10.1007/s10579-015-9321-8
84946926087	2	10.1007/s10579-015-9321-8
84947298534	1	10.1080/13569783.2015.1059740
84947301042	1	10.1080/13569783.2015.1059265
84947314484	1	10.1080/13569783.2015.1059745
84947315002	1	10.1080/13569783.2015.1059259
84947316279	1	10.1080/13569783.2015.1060849
84947328365	1	10.1080/13569783.2015.1059268
84947329024	1	10.1080/13569783.2015.1059261
84947332236	1	10.1080/13569783.2015.1060122
84947336711	1	10.1080/13569783.2015.1059264
84947337981	1	10.1080/13569783.2015.1059271
84947338887	1	10.1080/13569783.2015.1059743
84947339304	1	10.1080/13569783.2015.1059266
84947345329	1	10.1080/13569783.2015.1059258
84947346012	1	10.1080/13569783.2015.1059260
84947346109	1	10.1080/13569783.2015.1059741
84947442869	1	10.1007/s10579-015-9323-6
84947442869	2	10.1007/s10579-015-9323-6
84947557498	1	10.1145/2822899
84947565842	1	10.1145/2795233
84947576883	1	10.1145/2770877
84947611179	1	10.1145/2786760
84947739889	2	10.1007/s00146-015-0638-z
84948832006	1	10.1093/llc/fqt031
84948991855	2	10.1007/s00146-015-0639-y
84949135215	1	10.1145/2665072
84949433255	1	10.1080/13569783.2015.1068109
84949450042	1	10.1080/13569783.2015.1068108
84949474299	1	10.1080/13569783.2015.1073581
84949475648	1	10.1080/13569783.2015.1065723
84949751796	1	10.1007/s10579-015-9326-3
84949751796	2	10.1007/s10579-015-9326-3
84949972712	2	10.1007/s00146-015-0640-5
84950241914	1	10.1007/s10579-015-9324-5
84950241914	2	10.1007/s10579-015-9324-5
84951808234	2	10.1007/s00146-015-0629-0
84951965261	2	10.1080/19386389.2015.1007009
84953406818	1	10.1007/s10579-015-9331-6
84953406818	2	10.1007/s10579-015-9331-6
84953449695	1	10.1007/s10579-015-9334-3
84953449695	2	10.1007/s10579-015-9334-3
84953710656	2	10.1162/COLI_a_00240
84953715306	2	10.1162/COLI_a_00232
84953734134	2	10.1162/COLI_a_00239
84953736348	2	10.1162/COLI_a_00233
84953737695	2	10.1162/COLI_a_00236
84953746791	2	10.1162/COLI_a_00237
84953898043	1	10.1145/2835495
84954170687	1	10.1007/s10579-015-9330-7
84954170687	2	10.1007/s10579-015-9330-7
84954319199	1	10.1007/s10579-013-9244-1
84954319199	2	10.1007/s10579-013-9244-1
84954536383	2	10.1080/19386389.2015.1011025
84955179383	2	10.1007/s00146-013-0534-3
84955181725	2	10.1007/s00146-015-0585-8
84955185821	2	10.1007/s00146-014-0566-3
84955186150	2	10.1007/s00146-014-0543-x
84955186226	2	10.1007/s00146-014-0564-5
84955195336	2	10.1007/s00146-013-0525-4
84955203343	2	10.1007/s00146-015-0582-y
84955207853	2	10.1007/s00146-014-0545-8
84955213422	2	10.1007/s00146-014-0578-z
84955253092	1	10.1007/s10579-015-9325-4
84955253092	2	10.1007/s10579-015-9325-4
84955324042	2	10.1007/s00146-016-0648-5
84955467929	2	10.1080/19386389.2015.1103086
84955479449	2	10.1080/19386389.2015.1099983
84955486426	2	10.1080/19386389.2015.1099993
84955487043	2	10.1080/19386389.2015.1099967
84955497553	2	10.1080/19386389.2015.1099979
84955503511	2	10.1080/19386389.2015.1099989
84955509659	2	10.1080/19386389.2015.1099981
84955583034	2	10.1080/09296174.2015.1106271
84955597909	2	10.1080/09296174.2015.1106269
84957010547	2	10.1007/s00146-016-0646-7
84957543170	2	10.1007/s00146-016-0649-4
84957546273	1	10.1007/s10579-016-9340-0
84957546273	2	10.1007/s10579-016-9340-0
84957555608	2	10.1007/s00146-016-0650-y
84957580344	1	10.1007/s10579-015-9329-0
84957580344	2	10.1007/s10579-015-9329-0
84957605897	1	10.1007/s10579-016-9343-x
84957605897	2	10.1007/s10579-016-9343-x
84957632805	2	10.1007/s00799-016-0168-4
84957642496	1	10.1007/s10579-016-9342-y
84957642496	2	10.1007/s10579-016-9342-y
84957656590	1	10.1007/s10579-016-9336-9
84957656590	2	10.1007/s10579-016-9336-9
84957676334	1	10.1007/s10579-016-9337-8
84957676334	2	10.1007/s10579-016-9337-8
84957711180	1	10.1007/s10579-016-9335-x
84957711180	2	10.1007/s10579-016-9335-x
84957938059	2	10.1007/s00146-014-0537-8
84957943289	2	10.1007/s00146-013-0506-7
84957949307	2	10.1007/s00146-013-0505-8
84957950463	1	10.1007/s10579-014-9263-6
84957950463	2	10.1007/s10579-014-9263-6
84957953727	1	10.1007/s10579-013-9253-0
84957953727	2	10.1007/s10579-013-9253-0
84957957968	2	10.1007/s00146-014-0565-4
84957958903	2	10.1007/s00146-013-0508-5
84957959532	2	10.1007/s00146-013-0509-4
84957960753	1	10.1007/s10579-016-9344-9
84957960753	2	10.1007/s10579-016-9344-9
84957962382	1	10.1007/s10579-014-9266-3
84957962382	2	10.1007/s10579-014-9266-3
84957966324	2	10.1007/s00146-013-0495-6
84957969558	2	10.1007/s00146-013-0507-6
84957973509	1	10.1007/s10579-016-9345-8
84957973509	2	10.1007/s10579-016-9345-8
84957973709	2	10.1007/s00146-014-0548-5
84958056979	1	10.1007/s10579-014-9268-1
84958056979	2	10.1007/s10579-014-9268-1
84958251075	2	10.1007/s00146-016-0653-8
84958742474	1	10.1007/s10579-015-9332-5
84958742474	2	10.1007/s10579-015-9332-5
84958753956	1	10.1007/s10579-015-9328-1
84958753956	2	10.1007/s10579-015-9328-1
84958766991	1	10.1007/s10579-015-9319-2
84958766991	2	10.1007/s10579-015-9319-2
84958767019	1	10.1007/s10579-015-9318-3
84958767019	2	10.1007/s10579-015-9318-3
84958773548	1	10.1007/s10579-015-9313-8
84958773548	2	10.1007/s10579-015-9313-8
84959120992	2	10.1007/s00799-015-0162-2
84959129638	1	10.1007/s10579-016-9339-6
84959129638	2	10.1007/s10579-016-9339-6
84959141590	2	10.1007/s00799-015-0164-0
84959142477	2	10.1007/s00799-015-0166-y
84959151489	2	10.1007/s00799-015-0160-4
84959170296	2	10.1007/s00799-015-0163-1
84960083693	1	10.1080/13569783.2015.1127144
84960093924	1	10.1080/13569783.2015.1127153
84960103185	1	10.1080/13569783.2015.1126174
84960108100	1	10.1080/13569783.2015.1126173
84960109669	1	10.1080/13569783.2015.1127149
84960125415	1	10.1080/13569783.2015.1126172
84960158670	1	10.1080/13569783.2015.1127142
84960445405	1	10.1007/s10579-016-9347-6
84960445405	2	10.1007/s10579-016-9347-6
84960950065	1	10.1145/2812814
84961209176	1	10.1007/s10579-016-9350-y
84961209176	2	10.1007/s10579-016-9350-y
84961242030	1	10.1145/2810040
84961295155	2	10.1007/s00799-014-0136-9
84961777963	1	10.1007/s10579-016-9348-5
84961777963	2	10.1007/s10579-016-9348-5
84962132494	1	10.1007/s10579-016-9352-9
84962132494	2	10.1007/s10579-016-9352-9
84962170587	2	10.1007/s00146-016-0657-4
84962175870	1	10.1007/s10579-016-9351-x
84962175870	2	10.1007/s10579-016-9351-x
84963680113	2	10.1007/s00146-016-0660-9
84964000512	2	10.1162/COLI_a_00244
84964037951	2	10.1162/COLI_a_00241
84964047096	2	10.1162/COLI_a_00242
84964048195	2	10.1162/COLI_a_00243
84964066425	2	10.1007/s00146-016-0658-3
84964466825	2	10.1007/s00146-016-0663-6
84964474655	2	10.1007/s00799-016-0170-x
84964587112	1	10.1145/2827856
84965074911	2	10.1007/s00799-016-0169-3
84966586076	2	10.1007/s00799-016-0171-9
84968548380	1	10.1007/s10579-016-9357-4
84968548380	2	10.1007/s10579-016-9357-4
84969753045	1	10.1007/s10579-016-9355-6
84969753045	2	10.1007/s10579-016-9355-6
84969791911	1	10.1007/s10579-016-9353-8
84969791911	2	10.1007/s10579-016-9353-8
84969916617	1	10.1080/13569783.2016.1157016
84969921475	1	10.1080/13569783.2016.1155408
84969922845	2	10.1007/s00799-016-0177-3
84970004048	1	10.1080/13569783.2016.1155404
84970021802	1	10.1080/13569783.2016.1155407
84970024523	1	10.1080/13569783.2016.1155405
84970969180	2	10.1007/s00799-016-0174-6
84970984402	2	10.1007/s00799-016-0176-4
84973124482	1	10.1007/s10579-016-9359-2
84973124482	2	10.1007/s10579-016-9359-2
84973375342	1	10.1145/2843947
84973643965	2	10.1080/09296174.2016.1142324
84973658825	2	10.1080/09296174.2016.1142327
84973878617	1	10.1145/2875428
84974577906	1	10.1145/2891416
84974657790	1	10.1093/llc/fqv046
84974657983	1	10.1093/llc/fqu052
84974658505	1	10.1093/llc/fqv015
84974660193	1	10.1093/llc/fqv043
84974660203	1	10.1093/llc/fqu057
84974661597	1	10.1093/llc/fqu062
84974665870	1	10.1093/llc/fqu047
84974665899	1	10.1093/llc/fqu034
84974665901	1	10.1093/llc/fqu071
84974667610	1	10.1093/llc/fqv044
84974667612	1	10.1093/llc/fqt036
84974668182	1	10.1093/llc/fqt030
84974670879	1	10.1093/llc/fqu044
84974674552	1	10.1093/llc/fqu061
84974676894	1	10.1093/llc/fqu043
84974678432	1	10.1093/llc/fqt068
84974678570	1	10.1093/llc/fqt041
84974681677	1	10.1093/llc/fqu009
84974681716	1	10.1093/llc/fqu066
84974683557	1	10.1093/llc/fqu008
84974686210	1	10.1093/llc/fqu006
84974686961	1	10.1093/llc/fqv006
84974687069	1	10.1093/llc/fqt045
84974687513	1	10.1093/llc/fqu001
84974687843	1	10.1093/llc/fqu002
84974691658	1	10.1093/llc/fqv041
84974693484	1	10.1093/llc/fqu059
84974694707	1	10.1093/llc/fqu051
84974695591	1	10.1093/llc/fqu073
84974696001	1	10.1093/llc/fqu064
84974696040	1	10.1093/llc/fqt063
84974696047	1	10.1093/llc/fqv039
84974696087	1	10.1093/llc/fqu032
84974697625	1	10.1093/llc/fqv005
84974697632	1	10.1093/llc/fqu014
84974697673	1	10.1093/llc/fqu039
84974698866	1	10.1093/llc/fqv013
84974704976	2	10.1080/09296174.2016.1169846
84974705181	1	10.1093/llc/fqv045
84974706800	1	10.1093/llc/fqt065
84974707199	1	10.1093/llc/fqt044
84974708388	1	10.1093/llc/fqu013
84974710264	1	10.1093/llc/fqu068
84974715454	1	10.1093/llc/fqu060
84974715551	1	10.1093/llc/fqt069
84974715559	1	10.1093/llc/fqt033
84974716060	1	10.1093/llc/fqv048
84974717491	1	10.1093/llc/fqu058
84974718791	1	10.1093/llc/fqv049
84974718917	1	10.1093/llc/fqv040
84974720094	1	10.1093/llc/fqs066
84974721001	1	10.1093/llc/fqu007
84974722352	1	10.1093/llc/fqt037
84974722363	1	10.1093/llc/fqt066
84974722409	1	10.1093/llc/fqu033
84974725294	1	10.1093/llc/fqu029
84974725333	1	10.1093/llc/fqt035
84974726320	1	10.1093/llc/fqv052
84974727311	1	10.1093/llc/fqv047
84974727335	1	10.1093/llc/fqu038
84974731019	1	10.1093/llc/fqu035
84974731229	1	10.1093/llc/fqt047
84974731237	1	10.1093/llc/fqu063
84974731265	1	10.1093/llc/fqu045
84974731274	1	10.1093/llc/fqt067
84974736031	1	10.1093/llc/fqu048
84974737017	1	10.1093/llc/fqu067
84974738201	1	10.1093/llc/fqv050
84974817882	1	10.1007/s10579-016-9360-9
84974817882	2	10.1007/s10579-016-9360-9
84974856175	2	10.1007/s00146-016-0667-2
84975029720	2	10.1162/COLI_a_00245
84975042556	2	10.1162/COLI_a_00250
84975062594	2	10.1162/COLI_a_00247
84975062870	2	10.1162/COLI_a_00249
84975069846	2	10.1162/COLI_a_00246
84975076437	2	10.1162/COLI_a_00248
84975113101	1	10.1007/s10579-016-9361-8
84975113101	2	10.1007/s10579-016-9361-8
84975131319	2	10.1007/s00799-016-0175-5
84975256784	2	10.1007/s00799-016-0178-2
84975472216	1	10.1007/s10579-016-9364-5
84975472216	2	10.1007/s10579-016-9364-5
84975686221	2	10.1080/09296174.2015.1071147
84975691002	2	10.1080/09296174.2015.1071150
84975702601	2	10.1007/s00146-016-0654-7
84975709430	2	10.1080/09296174.2015.1071149
84975721541	1	10.1007/s10579-016-9341-z
84975721541	2	10.1007/s10579-016-9341-z
84975743655	2	10.1080/09296174.2015.1071151
84975786966	2	10.1080/09296174.2015.1071148
84976283556	1	10.1007/s10579-016-9363-6
84976283556	2	10.1007/s10579-016-9363-6
84976293641	2	10.1080/09296174.2016.1169851
84976293847	2	10.1080/09296174.2016.1142323
84976299305	2	10.1007/s00146-016-0669-0
84976311630	2	10.1080/09296174.2016.1142328
84976329796	1	10.1007/s10579-016-9362-7
84976329796	2	10.1007/s10579-016-9362-7
84976331378	2	10.1007/s00799-016-0182-6
84976476419	2	10.1007/s00799-016-0180-8
84976523957	2	10.1080/19386389.2016.1167494
84976567286	2	10.1080/19386389.2016.1167496
84976592566	2	10.1080/19386389.2016.1161462
84977495735	1	10.1080/13569783.2016.1194190
84977496159	1	10.1080/13569783.2016.1194191
84977507979	1	10.1080/13569783.2016.1195121
84977517770	1	NULL
84977554048	1	10.1080/13569783.2016.1189821
84977597129	1	10.1080/13569783.2016.1192948
84978113413	2	10.1007/s00799-016-0181-7
84978144312	2	10.1080/09296174.2016.1142329
84978708795	2	10.1007/s00799-016-0183-5
84978835139	2	10.1007/s00799-016-0184-4
84979159104	1	10.1145/2050096.2050098
84979220904	2	10.1007/s00799-016-0185-3
84979645481	2	10.1007/s00799-016-0188-0
84979700806	2	10.1007/s00799-016-0186-2
84979726162	1	10.1145/1434763.1434768
84979726361	1	10.1145/1434763.1434765
84979726751	1	10.1145/1434763.1434769
84979792192	1	10.1145/1957825.1957827
84979792261	1	10.1145/2307723.2307725
84979796596	1	10.1145/2533988
84979796643	1	10.1145/1613672.1613674
84979796781	1	10.1145/2362402.2362403
84979797968	1	10.1145/2597183
84979797981	1	10.1145/1841317.1841322
84979798086	1	10.1145/2499931.2499935
84979798577	1	10.1145/2532630.2532634
84979798607	1	10.1145/2532630.2532632
84979798736	1	10.1145/2037820.2037822
84979798801	1	10.1145/2499931.2499932
84979798825	1	10.1145/2583114
84979798826	1	10.1145/2399180.2399184
84979800444	1	10.1145/1367080.1367083
84979800890	1	10.1145/2597178
84979802436	1	10.1145/2160165.2160167
84979802453	1	10.1145/1551676.1551678
84979802663	1	10.1145/2442080.2442082
84979802715	1	10.1145/2399180.2399181
84979807166	1	10.1145/2362402.2362404
84979807196	1	10.1145/1921614.1921619
84979807585	1	10.1145/2442080.2442085
84979807586	1	10.1145/2442080.2442084
84979807597	1	10.1145/2037820.2037823
84979807656	1	10.1145/2558306
84979809753	1	10.1145/2583115
84979809756	1	10.1145/1434763.1434767
84979815251	1	10.1145/2001416.2001418
84979815298	1	10.1145/2538030
84979815309	1	10.1145/2460376.2460379
84979819078	1	10.1145/2499931.2499933
84979819095	1	10.1145/2001416.2001419
84979819171	1	10.1145/1613672.1613673
84979819240	1	10.1145/2050096.2050097
84979819353	1	10.1145/1551676.1551679
84979819367	1	10.1145/2629485
84979819387	1	10.1145/1921614.1921618
84979819540	1	10.1145/1841317.1841319
84979820291	1	10.1145/2307723.2307727
84979820322	1	10.1145/1921614.1921616
84979820348	1	10.1145/2626289
84979822683	1	10.1145/2460376.2460380
84979822710	1	10.1145/1841317.1841318
84979822845	1	10.1145/2535937
84979822865	1	10.1145/2460376.2460378
84979823981	1	10.1145/2611375
84979824722	1	10.1145/2532630.2512883
84979824728	1	10.1145/2399180.2399185
84979824803	1	10.1145/2611519
84979828317	1	10.1145/1957825.1957826
84979828987	1	10.1145/2399180.2399182
84979830715	1	10.1145/1921614.1921615
84979831147	1	10.1145/2499931.2499934
84979831212	1	10.1145/1805961.1805962
84979832166	1	10.1145/1709091.1709092
84979833333	1	10.1145/1367080.1367085
84979833345	1	10.1145/2627729
84979833347	1	10.1145/2614567
84979834448	1	10.1145/2362402.2362405
84979834484	1	10.1145/2399180.2399183
84979834521	1	10.1145/2460376.2460381
84979835544	1	10.1145/1658346.1658347
84979837406	1	10.1145/2307723.2307726
84979837457	1	10.1145/1805961.1805963
84979837475	1	10.1145/1367080.1367082
84979838250	1	10.1145/1841317.1841321
84979841877	1	10.1145/2532630.2532631
84979841916	1	10.1145/2532630.2532633
84979842310	1	10.1145/1658346.1658348
84979844417	1	10.1145/2037820.2037824
84979844435	1	10.1145/2611376
84979846202	1	10.1145/2362402.2362406
84979847569	1	10.1145/1551676.1551677
84979847619	1	10.1145/1551676.1551680
84979847666	1	10.1145/1921614.1921617
84979847668	1	10.1145/1367080.1367084
84979849230	1	10.1145/2442080.2442083
84979849291	1	10.1145/2597179
84981272331	1	10.1007/s10579-016-9365-4
84981272331	2	10.1007/s10579-016-9365-4
84981287739	2	10.1007/s00799-016-0187-1
84982111837	2	10.1007/s00799-016-0192-4
84982124693	1	10.1080/13569783.2016.1220244
84982151605	1	10.1080/13569783.2016.1220247
84982182197	2	10.1007/s00146-016-0672-5
84982289323	2	10.1007/s00799-016-0193-3
84983559830	1	10.1080/13569783.2016.1220243
84984791942	2	10.1080/09296174.2016.1169848
84984854004	2	10.1007/s00146-016-0674-3
84984876844	1	10.1080/13569783.2016.1220250
84984908130	1	10.1080/13569783.2016.1221310
84986268044	1	10.1007/s10579-016-9367-2
84986268044	2	10.1007/s10579-016-9367-2
84986301166	1	10.1007/s10579-016-9366-3
84986301166	2	10.1007/s10579-016-9366-3
84988287513	2	10.1162/COLI_a_00229
84988359676	2	10.1080/09296174.2016.1226427
84988378408	2	10.1080/09296174.2016.1226431
84988412576	1	10.1007/s10579-016-9368-1
84988412576	2	10.1007/s10579-016-9368-1
84988556743	2	10.1162/COLI_a_00256
84988568793	2	10.1080/19386389.2016.1215736
84988603554	2	10.1080/1051712X.2016.1215730
